1.65 	 0.996865 	 0.604161 
1.70 	 0.991665 	 0.583332 
1.75 	 0.983986 	 0.562278 
1.80 	 0.973848 	 0.541026 
1.85 	 0.961275 	 0.519608 
1.90 	 0.946300 	 0.498053 
1.95 	 0.928960 	 0.476390 
2.00 	 0.909297 	 0.454649 
2.05 	 0.887362 	 0.432860 
2.10 	 0.863209 	 0.411052 
2.15 	 0.836899 	 0.389255 
2.20 	 0.808496 	 0.367498 
2.25 	 0.778073 	 0.345810 
2.30 	 0.745705 	 0.324220 
2.35 	 0.711473 	 0.302755 
2.40 	 0.675463 	 0.281443 
2.45 	 0.637765 	 0.260312 
2.50 	 0.598472 	 0.239389 
2.55 	 0.557684 	 0.218699 
2.60 	 0.515501 	 0.198270 
2.65 	 0.472031 	 0.178125 
2.70 	 0.427380 	 0.158289 
2.75 	 0.381661 	 0.138786 
2.80 	 0.334988 	 0.119639 
2.85 	 0.287478 	 0.100869 
2.90 	 0.239249 	 0.082500 
2.95 	 0.190423 	 0.064550 
3.00 	 0.141120 	 0.047040 
3.05 	 0.091465 	 0.029988 
3.10 	 0.041581 	 0.013413 
3.15 	 -0.008407 	 -0.002669 
3.20 	 -0.058374 	 -0.018242 
3.25 	 -0.108195 	 -0.033291 
3.30 	 -0.157746 	 -0.047802 
3.35 	 -0.206902 	 -0.061762 
3.40 	 -0.255541 	 -0.075159 
3.45 	 -0.303542 	 -0.087983 
3.50 	 -0.350783 	 -0.100224 
3.55 	 -0.397148 	 -0.111873 
3.60 	 -0.442520 	 -0.122922 
3.65 	 -0.486787 	 -0.133366 
3.70 	 -0.529836 	 -0.143199 
3.75 	 -0.571561 	 -0.152416 
3.80 	 -0.611858 	 -0.161015 
3.85 	 -0.650625 	 -0.168994 
3.90 	 -0.687766 	 -0.176350 
3.95 	 -0.723188 	 -0.183086 
4.00 	 -0.756802 	 -0.189201 
4.05 	 -0.788525 	 -0.194698 
4.10 	 -0.818277 	 -0.199580 
4.15 	 -0.845984 	 -0.203851 
4.20 	 -0.871576 	 -0.207518 
4.25 	 -0.894989 	 -0.210586 
4.30 	 -0.916166 	 -0.213062 
4.35 	 -0.935053 	 -0.214955 
4.40 	 -0.951602 	 -0.216273 
4.45 	 -0.965773 	 -0.217028 
4.50 	 -0.977530 	 -0.217229 
4.55 	 -0.986844 	 -0.216889 
4.60 	 -0.993691 	 -0.216020 
4.65 	 -0.998054 	 -0.214635 
4.70 	 -0.999923 	 -0.212750 
4.75 	 -0.999293 	 -0.210377 
4.80 	 -0.996165 	 -0.207534 
4.85 	 -0.990547 	 -0.204236 
4.90 	 -0.982453 	 -0.200501 
4.95 	 -0.971903 	 -0.196344 
5.00 	 -0.958924 	 -0.191785 
5.05 	 -0.943549 	 -0.186841 
5.10 	 -0.925815 	 -0.181532 
5.15 	 -0.905767 	 -0.175877 
5.20 	 -0.883455 	 -0.169895 
5.25 	 -0.858934 	 -0.163607 
5.30 	 -0.832267 	 -0.157032 
5.35 	 -0.803520 	 -0.150191 
5.40 	 -0.772764 	 -0.143105 
5.45 	 -0.740077 	 -0.135794 
5.50 	 -0.705540 	 -0.128280 
5.55 	 -0.669240 	 -0.120584 
5.60 	 -0.631267 	 -0.112726 
5.65 	 -0.591716 	 -0.104728 
5.70 	 -0.550686 	 -0.096611 
5.75 	 -0.508279 	 -0.088396 
5.80 	 -0.464602 	 -0.080104 
5.85 	 -0.419764 	 -0.071755 
5.90 	 -0.373877 	 -0.063369 
5.95 	 -0.327055 	 -0.054967 
6.00 	 -0.279415 	 -0.046569 
6.05 	 -0.231078 	 -0.038195 
6.10 	 -0.182163 	 -0.029863 
6.15 	 -0.132792 	 -0.021592 
6.20 	 -0.083089 	 -0.013402 
6.25 	 -0.033179 	 -0.005309 
